image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_FashionMnist_ill_images,LLaVa_FashionMnist_illusion_images_filtered,LLaVa_FashionMnist_illusionless_images,LLaVa_FashionMnist_illusionless_images_filtered,LLaVa_FashionMnist_raw_images
FashionMnist_601,A thrilling rollercoaster ride at amusement park,low quality,1.5,2, Sandal, Trouser, Dress, Coat, T-shirt/top
FashionMnist_602,A rustic farm with cows grazing in a green pasture,low quality,1.5,9, Ankle boot, T-shirt/top, Bag, Coat, Ankle boot
FashionMnist_603,"Mountain river meets ocean waves, sunlight dances on spray, salty air fills the world",low quality,1.5,7, Bag, T-shirt/top, No illusion, No illusion, Sandal
FashionMnist_604,A rustic farmhouse surrounded by fields of wheat,low quality,1.5,7, Bag, Ankle boot, No illusion, Ankle boot, Sneaker
FashionMnist_605,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,1, Pullover, Trouser, Ankle boot, Ankle boot, Trouser
FashionMnist_606,A bustling carnival with colorful lights and rides,low quality,1.5,0, Shirt, T-shirt/top, Sneaker, Pullover, T-shirt/top
FashionMnist_607,"A foggy forest with twisting, moss-covered trees",low quality,1.5,9, No illusion, Ankle boot, Bag, Ankle boot, Sneaker
FashionMnist_608,Tranquil lake reflecting starry night sky,low quality,1.5,3, T-shirt/top, No illusion, Pullover, Ankle boot, Dress
FashionMnist_609,A mystical forest enchanted by swirling mist,low quality,1.5,2, Dress, T-shirt/top, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_610,Snowcapped mountains against azure sky,low quality,1.5,9, Coat, Sneaker, Coat, No illusion, Sneaker
FashionMnist_611,African wild dog hunting impala,low quality,1.5,0, Sneaker, Trouser, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_612,An ancient castle perched on a cliff overlooking the sea,low quality,1.5,7, Sandal, Sneaker, No illusion, T-shirt/top, Sneaker
FashionMnist_613,Wisteria draped elegantly over arbor,low quality,1.5,6, T-shirt/top, Dress, Bag, Ankle boot, Dress
FashionMnist_614,A rugged canyon carved by a winding river,low quality,1.5,8, Bag, Bag, No illusion, No illusion, Bag
FashionMnist_615,A serene meadow with colorful wildflowers,low quality,1.5,2, T-shirt/top, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_616,A futuristic space station orbiting Earth,low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_617,A castle on a hill overlooking a village,low quality,1.5,0, Trouser, T-shirt/top, Trouser, Ankle boot, Coat
FashionMnist_618,Pelican skillfully catching schooling fish,low quality,1.5,2, Trouser, Trouser, Ankle boot, Ankle boot, T-shirt/top
FashionMnist_619,A magnificent sunset over the ocean with sailboats,low quality,1.5,3, Coat, Dress, Shirt, Coat, Dress
FashionMnist_620,A secret garden hidden behind a hidden door in a wall,low quality,1.5,8, T-shirt/top, No illusion, Dress, Ankle boot, Shirt
FashionMnist_621,A thunderstorm brewing over a field of wildflowers,low quality,1.5,2, No illusion, T-shirt/top, Ankle boot, Coat, T-shirt/top
FashionMnist_622,A mystical forest shrouded in mist,low quality,1.5,2, Pullover, T-shirt/top, Sneaker, No illusion, T-shirt/top
FashionMnist_623,A serene lake surrounded by lush green forest,low quality,1.5,6, T-shirt/top, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_624,A busy marketplace filled with colorful stalls,low quality,1.5,9, Shirt, T-shirt/top, Bag, Coat, Sneaker
FashionMnist_625,"Sunrise paints mountains golden, river meanders through valleys, birds sing in harmony",low quality,1.5,3, No illusion, T-shirt/top, Sandal, T-shirt/top, T-shirt/top
FashionMnist_626,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,0, No illusion, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_627,"Eerie tree silhouette against crimson sunset, clouds cast shifting shadows",low quality,1.5,7, No illusion, Sneaker, No illusion, Ankle boot, Sneaker
FashionMnist_628,Hummingbird drinking nectar,low quality,1.5,8, Bag, Ankle boot, Dress, Pullover, T-shirt/top
FashionMnist_629,Birds singing harmoniously at dawn,low quality,1.5,6, Pullover, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_630,A vast desert landscape with towering sand dunes,low quality,1.5,2, Sandal, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_631,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,1.5,9, No illusion, Sneaker, Ankle boot, No illusion, Sneaker
FashionMnist_632,"Vast, moonlit desert with faraway stars in the sky",low quality,1.5,4, Sandal, T-shirt/top, Sandal, Ankle boot, Coat
FashionMnist_633,A bustling city skyline at night,low quality,1.5,2, Coat, Trouser, Coat, Coat, T-shirt/top
FashionMnist_634,A quirky steampunk city with gears and turbines everywhere,low quality,1.5,6, Bag, T-shirt/top, Bag, Trouser, T-shirt/top
FashionMnist_635,"Gentle waves lap sandy shores, seagulls soar above, salty spray fills the air",low quality,1.5,6, Sneaker, Pullover, Sandal, Ankle boot, Pullover
FashionMnist_636,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,8, Pullover, No illusion, Coat, Trouser, Shirt
FashionMnist_637,"Serene reflection of stars in a calm lake, moonlight cascading over mountains",low quality,1.5,0, Pullover, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_638,"Whipped cream dream swirls around ballerina, city lights twinkle like stars",low quality,1.5,4, T-shirt/top, T-shirt/top, Dress, Dress, Coat
FashionMnist_639,"Windswept dunes meeting turquoise sea, rolling waves foam and crest",low quality,1.5,4, Shirt, Coat, Sandal, Ankle boot, T-shirt/top
FashionMnist_640,A verdant jungle with towering mountains and a winding river,low quality,1.5,4, Dress, Trouser, Dress, Trouser, T-shirt/top
FashionMnist_641,Sunset over the pier,low quality,1.5,7, Sandal, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_642,"Role-playing figures gather in a mystical forest, embraced by ethereal light",low quality,1.5,5, Dress, Ankle boot, Bag, Ankle boot, T-shirt/top
FashionMnist_643,A snow-capped mountain reflected in a crystal-clear lake,low quality,1.5,8, Pullover, T-shirt/top, Coat, Coat, Shirt
FashionMnist_644,Curious squirrel climbing up tree trunk,low quality,1.5,4, Sneaker, Coat, Trouser, Trouser, Coat
FashionMnist_645,A magical underwater kingdom with colorful coral reefs and marine life,low quality,1.5,9, Shirt, Trouser, Shirt, Ankle boot, Ankle boot
FashionMnist_646,A serene lake surrounded by lush green forests,low quality,1.5,1, Trouser, Trouser, Sandal, Ankle boot, Trouser
FashionMnist_647,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,1.5,0, Sandal, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_648,A distant futuristic city with floating buildings,low quality,1.5,5, Coat, Ankle boot, Coat, No illusion, Sneaker
FashionMnist_649,Dolphins leaping in sparkling sea,low quality,1.5,4, Pullover, T-shirt/top, Sneaker, Sneaker, Pullover
FashionMnist_650,A sunrise in the savanna,low quality,1.5,4, No illusion, Coat, Sandal, Ankle boot, Pullover
FashionMnist_651,Koala dozing comfortably in eucalyptus tree,low quality,1.5,4, Trouser, Trouser, Trouser, Trouser, T-shirt/top
FashionMnist_652,A castle on a hill overlooking a village,low quality,1.5,0, Coat, T-shirt/top, No illusion, Coat, T-shirt/top
FashionMnist_653,A Guru Nanak Jayanti langar serving equality,low quality,1.5,0, Coat, T-shirt/top, Sandal, Pullover, T-shirt/top
FashionMnist_654,"Golden sunrise paints mountains gold, river reflects in quiet lake, birds sing softly",low quality,1.5,4, No illusion, Pullover, Bag, Ankle boot, Pullover
FashionMnist_655,A train on a bridge over a deep valley,low quality,1.5,5, Coat, Ankle boot, Pullover, Pullover, T-shirt/top
FashionMnist_656,"Embraced by moonlight, ancient city walls glow with a soft, luminescent light",low quality,1.5,6, Sandal, Ankle boot, Shirt, Ankle boot, Pullover
FashionMnist_657,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,1.5,0, Shirt, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_658,A grand ballroom filled with elegant dancers in lavish attire,low quality,1.5,4, Dress, Coat, Dress, Dress, T-shirt/top
FashionMnist_659,Sparkling diamond dusting freshly fallen snow,low quality,1.5,5, Sneaker, Sneaker, Coat, Ankle boot, Sneaker
FashionMnist_660,A grand palace with ornate golden gates and pillars,low quality,1.5,4, Dress, Trouser, Trouser, Trouser, Pullover
FashionMnist_661,Mountain goats traversing rugged terrain,low quality,1.5,1, Sandal, Trouser, Sandal, No illusion, Trouser
FashionMnist_662,Radiant sunflowers facing the midday sun,low quality,1.5,3, Shirt, Dress, Shirt, Ankle boot, Trouser
FashionMnist_663,A rustic barn surrounded by fields of golden wheat,low quality,1.5,1, Trouser, Ankle boot, Pullover, Coat, Trouser
FashionMnist_664,A bustling city street with neon lights,low quality,1.5,1, Pullover, Ankle boot, Sneaker, Ankle boot, Trouser
FashionMnist_665,A fascinating archaeological dig site unearthing ancient artifacts,low quality,1.5,6, Sandal, Trouser, Shirt, T-shirt/top, T-shirt/top
FashionMnist_666,A moonlit beach with gentle waves lapping at the shore,low quality,1.5,4, Sandal, No illusion, Sandal, Bag, Coat
FashionMnist_667,A magical fairytale forest filled with unicorns,low quality,1.5,3, Pullover, Dress, Dress, Ankle boot, Dress
FashionMnist_668,Squirrel scampering along fence post,low quality,1.5,8, Sneaker, No illusion, Sneaker, Ankle boot, Shirt
FashionMnist_669,An empty meadow with a few trees and a small river,low quality,1.5,2, Ankle boot, Trouser, Bag, Ankle boot, T-shirt/top
FashionMnist_670,"Neon reflections on wet streets in a futuristic city, towering structures reaching for the clouds",low quality,1.5,8, Sneaker, Trouser, Sneaker, Ankle boot, Sneaker
FashionMnist_671,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,2, Ankle boot, Trouser, No illusion, Ankle boot, T-shirt/top
FashionMnist_672,A festive carnival with bright lights and merry-go-rounds,low quality,1.5,7, Pullover, Ankle boot, Pullover, Pullover, Sneaker
FashionMnist_673,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,0, Coat, T-shirt/top, Coat, Ankle boot, T-shirt/top
FashionMnist_674,A thrilling ski slope adventure on snowy peaks,low quality,1.5,4, Sneaker, Pullover, Sneaker, Coat, Coat
FashionMnist_675,A field of daisies with a rainbow in the background,low quality,1.5,0, Dress, No illusion, No illusion, Ankle boot, Shirt
FashionMnist_676,Golden wheat field swaying in gentle breeze,low quality,1.5,8, T-shirt/top, No illusion, No illusion, Ankle boot, Shirt
FashionMnist_677,Gentle waves guide small boats through hidden mangrove forest,low quality,1.5,5, Trouser, T-shirt/top, Pullover, Ankle boot, Shirt
FashionMnist_678,A girl with a cat and a dog in front of a beach,low quality,1.5,0, Dress, Trouser, T-shirt/top, Bag, T-shirt/top
FashionMnist_679,A dark alleyway with neon lights and graffiti,low quality,1.5,8, Sneaker, Trouser, Sneaker, Trouser, T-shirt/top
FashionMnist_680,"Swirling clouds of dust swirl around futuristic aircraft, city lights below",low quality,1.5,2, T-shirt/top, T-shirt/top, Coat, Ankle boot, T-shirt/top
FashionMnist_681,Spectacular lightning bolt piercing darkened sky,low quality,1.5,9, Pullover, Sneaker, Pullover, Sneaker, Sneaker
FashionMnist_682,A refreshing oasis amidst vast desert sands,low quality,1.5,0, Sandal, Trouser, Sandal, Ankle boot, T-shirt/top
FashionMnist_683,A nostalgic drive-in movie theater under the stars,low quality,1.5,8, T-shirt/top, Bag, Coat, Coat, Bag
FashionMnist_684,"Ancient castle perched on cliff, waves crashing below",low quality,1.5,9, Sandal, Sneaker, No illusion, Ankle boot, Sneaker
FashionMnist_685,A misty morning in a foggy forest with dew-covered leaves,low quality,1.5,6, No illusion, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_686,Sloth hanging nonchalantly from branch in Central America,low quality,1.5,4, Trouser, Pullover, Trouser, Trouser, Dress
FashionMnist_687,A peaceful village by the lake shore,low quality,1.5,2, Pullover, T-shirt/top, Bag, Ankle boot, Pullover
FashionMnist_688,Wild horses running free in windswept grasslands,low quality,1.5,9, Pullover, Ankle boot, Pullover, Ankle boot, Ankle boot
FashionMnist_689,Panther (Leopard) moving sinuously through rainforest undergrowth,low quality,1.5,3, Ankle boot, T-shirt/top, Sneaker, Ankle boot, T-shirt/top
FashionMnist_690,"Vast coral reef, vibrant colors dance, schools of fish dart through the waves",low quality,1.5,4, Shirt, Pullover, Shirt, Ankle boot, T-shirt/top
FashionMnist_691,Tranquil meadow with wildflowers and distant hills,low quality,1.5,5, T-shirt/top, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_692,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,0, T-shirt/top, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_693,Aurora borealis dancing above Arctic Circle,low quality,1.5,9, Coat, Ankle boot, Coat, Ankle boot, Ankle boot
FashionMnist_694,"Ancient forest meets rocky coast, waves crash in whisperings tones",low quality,1.5,5, Sandal, Ankle boot, No illusion, No illusion, Sandal
FashionMnist_695,A field of wild lupine flowers stretching out to the horizon,low quality,1.5,3, Pullover, No illusion, No illusion, Trouser, Dress
FashionMnist_696,Morning dew droplets hanging on spider web,low quality,1.5,6, Pullover, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_697,"Vast ocean waves reflect a radiant sunrise, painting the sky with vibrant hues",low quality,1.5,6, Shirt, Pullover, Shirt, T-shirt/top, T-shirt/top
FashionMnist_698,An abandoned castle shrouded in mist atop a lonely hill,low quality,1.5,8, T-shirt/top, Pullover, Coat, Trouser, Shirt
FashionMnist_699,Spectacular lightning bolt piercing darkened sky,low quality,1.5,3, Pullover, Dress, Sneaker, Pullover, Dress
FashionMnist_700,Two cats playing in a field of tall grass,low quality,1.5,3, Ankle boot, Dress, Sneaker, Ankle boot, T-shirt/top
FashionMnist_701,A sunset over a golden wheat field,low quality,1.5,8, Ankle boot, Bag, Ankle boot, Ankle boot, Coat
FashionMnist_702,Forest of colossal mushrooms bathing the earth in bioluminescence,low quality,1.5,1, Sandal, Trouser, Dress, Ankle boot, Ankle boot
FashionMnist_703,"Mountain lake reflection, snow-capped peaks glow, birds flutter above the calm surface",low quality,1.5,4, Pullover, Trouser, No illusion, Ankle boot, Trouser
FashionMnist_704,A lush meadow beneath a bright blue summer sky,low quality,1.5,0, T-shirt/top, T-shirt/top, T-shirt/top, Coat, T-shirt/top
FashionMnist_705,A girl sitting on the beach looking at the sunset,low quality,1.5,9, T-shirt/top, Ankle boot, Sandal, Ankle boot, Ankle boot
FashionMnist_706,A victorian-era tea party set in idyllic countryside,low quality,1.5,7, Dress, No illusion, Dress, Ankle boot, Shirt
FashionMnist_707,A fantasy castle with a moat and drawbridge,low quality,1.5,9, Trouser, Ankle boot, Coat, Coat, Sneaker
FashionMnist_708,"Gentle river winds through forest, sunlight filters through foliage, birds chirp merrily",low quality,1.5,4, Sandal, No illusion, Bag, Ankle boot, Dress
FashionMnist_709,A vibrant forest with lush vegetation and a meandering river,low quality,1.5,8, Bag, Bag, Dress, T-shirt/top, Bag
FashionMnist_710,Towering giant sequoia stretching high into sky,low quality,1.5,9, No illusion, Sneaker, Trouser, No illusion, Ankle boot
FashionMnist_711,Frozen Niagara Falls shimmering under winter sun,low quality,1.5,1, Coat, Trouser, Coat, Ankle boot, Trouser
FashionMnist_712,Starship floating over a futuristic city,low quality,1.5,6, Sneaker, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_713,Bright bioluminescent plankton lighting up the shoreline,low quality,1.5,7, Sneaker, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_714,Quaint cobblestone alleyway in old European town,low quality,1.5,3, Bag, Trouser, Bag, Ankle boot, Dress
FashionMnist_715,A peaceful sunrise over a calm sea,low quality,1.5,0, T-shirt/top, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_716,A vast desert with a towering canyon in the distance,low quality,1.5,2, No illusion, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_717,A serene pond covered in lily pads and blooming lotus flowers,low quality,1.5,6, Dress, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_718,A sunset over a vast desert with sand dunes and a lone camel,low quality,1.5,7, Sandal, No illusion, Sandal, Ankle boot, Sneaker
FashionMnist_719,A pink rose with green leaves,low quality,1.5,1, Dress, Trouser, Dress, Dress, Trouser
FashionMnist_720,"Vibrant fields of sunflowers stretching endlessly, glowing sun setting over hills",low quality,1.5,0, Bag, Pullover, No illusion, Ankle boot, T-shirt/top
FashionMnist_721,A solitary lighthouse on a stormy cliff,low quality,1.5,0, Coat, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_722,A forest with tall trees and a babbling brook,low quality,1.5,8, Pullover, Trouser, No illusion, Ankle boot, Shirt
FashionMnist_723,"Sun sets over vibrant meadow, casting long shadows on rolling hills",low quality,1.5,5, T-shirt/top, No illusion, Sandal, No illusion, Sneaker
FashionMnist_724,A nostalgic drive-in movie theater under the stars,low quality,1.5,2, Coat, Trouser, Coat, Coat, T-shirt/top
FashionMnist_725,A peaceful field with a wooden fence and blooming flowers,low quality,1.5,6, Trouser, T-shirt/top, Bag, No illusion, T-shirt/top
FashionMnist_726,A misty bamboo forest with mountains,low quality,1.5,6, Bag, Coat, Bag, Trouser, Bag
FashionMnist_727,Giraffes grazing peacefully,low quality,1.5,6, Sneaker, Trouser, Sandal, Ankle boot, T-shirt/top
FashionMnist_728,"Gentle river reflects clouds above, mountain peaks rise in silhouette, birds fly silently",low quality,1.5,4, Pullover, Coat, Sandal, Ankle boot, Pullover
FashionMnist_729,Enchanting Northern Lights shimmering softly,low quality,1.5,1, Pullover, Trouser, Coat, Ankle boot, Trouser
FashionMnist_730,A night sky with a full moon and stars,low quality,1.5,5, Pullover, Ankle boot, No illusion, T-shirt/top, Sneaker
FashionMnist_731,"Neon rivers flow through silicon sand, mountains sculpted from fractured land, birds made of light expand",low quality,1.5,9, No illusion, Ankle boot, No illusion, No illusion, Ankle boot
FashionMnist_732,A quaint village covered in a blanket of snow,low quality,1.5,0, Coat, T-shirt/top, Coat, Coat, T-shirt/top
FashionMnist_733,"Neon lights glow beneath the stars, towering concrete meets rippling scars, birds sing in artificial wars",low quality,1.5,2, Pullover, T-shirt/top, Sneaker, Coat, T-shirt/top
FashionMnist_734,A spaceship descends towards a lush jungle planet,low quality,1.5,1, No illusion, Trouser, Coat, No illusion, Trouser
FashionMnist_735,A tropical island paradise with sandy beaches and crystal-clear waters,low quality,1.5,6, Sandal, Pullover, Sandal, Ankle boot, T-shirt/top
FashionMnist_736,A cozy living room with a fireplace and Christmas tree,low quality,1.5,5, Coat, No illusion, Coat, Coat, Sneaker
FashionMnist_737,Whale breaching through waves,low quality,1.5,0, Ankle boot, T-shirt/top, Sandal, Ankle boot, T-shirt/top
FashionMnist_738,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,0, Coat, Pullover, Coat, Coat, Shirt
FashionMnist_739,Rustic lighthouse on rocky coastline amid crashing waves,low quality,1.5,3, Pullover, Pullover, No illusion, Ankle boot, Pullover
FashionMnist_740,Wisteria draped elegantly over arbor,low quality,1.5,3, Pullover, Dress, Pullover, Ankle boot, Dress
FashionMnist_741,A charming cottage nestled in a green valley,low quality,1.5,3, T-shirt/top, Dress, Bag, No illusion, Dress
FashionMnist_742,A vintage biplane flying over a picturesque landscape,low quality,1.5,8, Ankle boot, T-shirt/top, Coat, Coat, Shirt
FashionMnist_743,"Sunbeams peek through canopy leaves, river whispers secrets in the wind, birds dance in harmonious circles",low quality,1.5,1, Sneaker, Pullover, No illusion, Ankle boot, Trouser
FashionMnist_744,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,1.5,1, No illusion, Trouser, Bag, Ankle boot, Trouser
FashionMnist_745,"Starry sea reflects on metallic waves, futuristic city emerging from the depths",low quality,1.5,8, Bag, Bag, Coat, No illusion, T-shirt/top
FashionMnist_746,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,5, No illusion, Ankle boot, No illusion, No illusion, Sandal
FashionMnist_747,A dark forest with moonlight peeking through trees,low quality,1.5,7, Ankle boot, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_748,A moonlit forest with fireflies dancing in the darkness,low quality,1.5,7, T-shirt/top, Sneaker, Bag, Ankle boot, Sneaker
FashionMnist_749,A hauntingly beautiful graveyard shrouded in fog,low quality,1.5,8, Pullover, T-shirt/top, No illusion, No illusion, T-shirt/top
FashionMnist_750,A hauntingly beautiful graveyard shrouded in fog,low quality,1.5,7, No illusion, Sneaker, No illusion, Pullover, Sneaker
FashionMnist_751,"Sun setting over a futuristic city, robots and lights reflected in the clouds",low quality,1.5,2, Sneaker, T-shirt/top, Coat, Ankle boot, Pullover
FashionMnist_752,"Pulse of the city fades to sea, mountains rise in rhythmic sway, river meets the history",low quality,1.5,0, Coat, Ankle boot, Sandal, No illusion, T-shirt/top
FashionMnist_753,A snowy mountain peak under starry night sky,low quality,1.5,7, Coat, Sneaker, Coat, Coat, Sneaker
FashionMnist_754,A sunflower field with a clear blue sky and fluffy clouds,low quality,1.5,3, Sneaker, Dress, Ankle boot, Ankle boot, Dress
FashionMnist_755,"Gentle waves crash against sandy shores, moonlight reflects on sparkling water",low quality,1.5,8, T-shirt/top, No illusion, Sandal, Ankle boot, Shirt
FashionMnist_756,Sloth hanging nonchalantly from branch in Central America,low quality,1.5,0, Trouser, T-shirt/top, Trouser, Trouser, T-shirt/top
FashionMnist_757,A thrilling rollercoaster ride at amusement park,low quality,1.5,9, Sneaker, Ankle boot, Dress, Pullover, Ankle boot
FashionMnist_758,Pelican skillfully catching schooling fish,low quality,1.5,7, Sandal, Sneaker, Ankle boot, Pullover, Sneaker
FashionMnist_759,Crunchy brown leaves carpeting forest floor,low quality,1.5,6, Trouser, Trouser, Dress, No illusion, T-shirt/top
FashionMnist_760,A starry night with a silhouette of a person looking at the stars,low quality,1.5,1, Trouser, Trouser, T-shirt/top, Sandal, Trouser
FashionMnist_761,A bustling cityscape with skyscrapers reaching towards the sky,low quality,1.5,2, Trouser, No illusion, Sneaker, No illusion, T-shirt/top
FashionMnist_762,Sea turtle laying eggs on moonlit beach,low quality,1.5,6, Shirt, Pullover, Sandal, Sandal, Shirt
FashionMnist_763,A sandy beach with palm trees and gentle waves lapping,low quality,1.5,4, Sandal, T-shirt/top, Sandal, Sandal, T-shirt/top
FashionMnist_764,A Chinese New Year Lion Dance welcoming prosperity,low quality,1.5,8, Dress, Trouser, Dress, Trouser, T-shirt/top
FashionMnist_765,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,1.5,0, Shirt, T-shirt/top, No illusion, No illusion, Dress
FashionMnist_766,"City skyline reflected in a pool of water, neon lights shimmering",low quality,1.5,6, Pullover, T-shirt/top, Dress, No illusion, T-shirt/top
FashionMnist_767,Tranquil beach with clear water and white sand,low quality,1.5,3, Sandal, Dress, Sandal, Ankle boot, Dress
FashionMnist_768,"Sunbeams pierce dark forest depths, river flow washes over rocks, birds call from branches",low quality,1.5,6, Dress, T-shirt/top, Sneaker, No illusion, T-shirt/top
FashionMnist_769,A field of lavender with bees buzzing around the fragrant flowers,low quality,1.5,8, T-shirt/top, T-shirt/top, No illusion, Ankle boot, T-shirt/top
FashionMnist_770,Towering giant sequoia stretching high into sky,low quality,1.5,4, No illusion, Trouser, Trouser, No illusion, Coat
FashionMnist_771,"Spherical ""blue holes"" in Bahamas coral reefs",low quality,1.5,0, Shirt, T-shirt/top, Shirt, No illusion, T-shirt/top
FashionMnist_772,"Sunbeams twinkle on calm lake's surface, snow-capped peaks rise gracefully, birds sing softly",low quality,1.5,8, Coat, Bag, Sandal, Ankle boot, T-shirt/top
FashionMnist_773,A vibrant forest with lush vegetation and a meandering river,low quality,1.5,9, Ankle boot, Ankle boot, Dress, T-shirt/top, Ankle boot
FashionMnist_774,Tiger stalking prey in dense bamboo thicket,low quality,1.5,2, Sandal, Trouser, Bag, No illusion, T-shirt/top
FashionMnist_775,"Neon signs illuminate abandoned car park, forgotten vehicles silhouetted against moon",low quality,1.5,4, T-shirt/top, No illusion, Coat, Ankle boot, Coat
FashionMnist_776,A tranquil lake surrounded by snow-capped mountains,low quality,1.5,5, Coat, Ankle boot, Coat, Ankle boot, T-shirt/top
FashionMnist_777,A lively carnival with bright tents and rides,low quality,1.5,9, Trouser, Trouser, Trouser, Pullover, Ankle boot
FashionMnist_778,"Moonlight bathes serene lake, reflecting off mountains against the night sky",low quality,1.5,1, Coat, Ankle boot, Pullover, Ankle boot, T-shirt/top
FashionMnist_779,Whale breaching through waves,low quality,1.5,4, Trouser, Trouser, No illusion, Pullover, T-shirt/top
FashionMnist_780,Walrus haulout on icy coastline,low quality,1.5,4, Pullover, Pullover, Coat, Ankle boot, Pullover
FashionMnist_781,A vast desert with dunes and a lone camel,low quality,1.5,9, Sandal, Ankle boot, Sandal, No illusion, Ankle boot
FashionMnist_782,"Vast, moonlit desert with faraway stars in the sky",low quality,1.5,2, Sandal, Trouser, No illusion, Ankle boot, T-shirt/top
FashionMnist_783,Swallows swooping low over tranquil pond,low quality,1.5,1, Sandal, Trouser, Bag, Ankle boot, T-shirt/top
FashionMnist_784,A sunset on a beach with footprints in the sand,low quality,1.5,7, Sandal, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_785,A cozy living room with a fireplace and Christmas tree,low quality,1.5,9, Coat, Ankle boot, Coat, Coat, Sneaker
FashionMnist_786,Mystical forest with glowing mushroom trees,low quality,1.5,5, Bag, T-shirt/top, Bag, Ankle boot, T-shirt/top
FashionMnist_787,A fascinating archaeological dig site unearthing ancient artifacts,low quality,1.5,8, No illusion, No illusion, No illusion, Trouser, T-shirt/top
FashionMnist_788,A steamy jungle with lush foliage and exotic wildlife,low quality,1.5,1, Dress, Trouser, Dress, Ankle boot, Dress
FashionMnist_789,"Gentle waves lap rocky beach, seagulls soar above, salty air fills the scent",low quality,1.5,7, No illusion, Sneaker, Sandal, Ankle boot, Sneaker
FashionMnist_790,Pronghorn bounding speedily through badlands,low quality,1.5,7, Sandal, Ankle boot, Ankle boot, Ankle boot, Sneaker
FashionMnist_791,"Vast, glowing nebula engulfing a towering space station, stars twinkling beyond",low quality,1.5,1, T-shirt/top, Trouser, T-shirt/top, Pullover, T-shirt/top
FashionMnist_792,A peaceful lakeside campfire surrounded by friends and laughter,low quality,1.5,1, Coat, Trouser, Sandal, Ankle boot, Trouser
FashionMnist_793,"A vibrant sunset paints the mountains in shades of gold, casting long shadows",low quality,1.5,1, Trouser, Trouser, T-shirt/top, Coat, Trouser
FashionMnist_794,A peaceful cottage in a forest glade,low quality,1.5,6, T-shirt/top, T-shirt/top, Bag, Coat, T-shirt/top
FashionMnist_795,Moose wandering through serene woodland,low quality,1.5,9, Pullover, Sneaker, Pullover, Ankle boot, Sneaker
FashionMnist_796,"Golden waves meet silver foam, city lights reflect in gentle glow, birds dance in silent storm",low quality,1.5,5, Sandal, Ankle boot, Sandal, Ankle boot, Shirt
FashionMnist_797,Curious squirrel climbing up tree trunk,low quality,1.5,3, Sneaker, Trouser, No illusion, No illusion, Shirt
FashionMnist_798,"Ocean meets mountain waves, sunlight paints splatter on caves, birds sing in gentle saves",low quality,1.5,8, Sandal, Bag, Bag, No illusion, Bag
FashionMnist_799,A vast desert with a lone cactus,low quality,1.5,4, Sandal, Pullover, Sandal, Ankle boot, T-shirt/top
FashionMnist_800,A field of vibrant wildflowers under a clear blue sky,low quality,1.5,2, T-shirt/top, Pullover, No illusion, Ankle boot, Pullover
FashionMnist_801,A fiery sunset over a tranquil lake,low quality,1.5,7, Ankle boot, Sneaker, Pullover, Ankle boot, Sneaker
