image_name,Pprompt,Nprompt,illusion_strength,label,LLaVa_Mnist_ill_images,LLaVa_Mnist_illusion_images_filtered,LLaVa_Mnist_illusionless_images,LLaVa_Mnist_illusionless_images_filtered,LLaVa_Mnist_raw_images
Mnist_629,"Towering rock formations reflect a captivating sunrise, casting light on hidden pathways",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_630,Tropical storm forming off distant Caribbean island,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_631,Underwater city illuminated by bioluminescent creatures and coral structures,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_632,A vibrant marketplace with vendors selling exotic fruits and spices,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_633,"Eerie silence surrounds abandoned temple, glow of sunrise illuminates crumbling walls",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_634,"A serene lake reflects the stars, glowing mountains casting shadow on the surface",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_635,Underwater city illuminated by bioluminescent creatures and coral structures,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_636,A serene meadow with wildflowers and a gentle breeze,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_637,A bustling city skyline at night with neon lights,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_638,Volcanic landscape with flowing lava and levitating plants,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_639,A dense fog rolling over a dark and mysterious forest,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_640,Rainbow appearing after summer downpour,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_641,Cypress-lined lake reflects moonlight over granite cliffs,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_642,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_643,"Ocean meets mountain waves, sunlight paints splatter on caves, birds sing in gentle saves",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_644,Two friends hiking on a mountain during sunset,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_645,A green meadow with colorful flowers,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_646,"City skyline reflected in a pool of water, neon lights shimmering",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_647,"A vibrant sunrise paints the mountains in hues of gold, casting long shadows below",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_648,An ancient city in the desert,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_649,"Vast forest meets mountain peaks, sunlight filters through canopy secrets, birds sing in rhythmic streaks",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_650,A grassy field with trees and a small lake,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_651,A dark forest with a glowing mushroom,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_652,Polar bear prowling icy terrain,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_653,A whimsical forest glade with fairy circles and magical creatures,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_654,A peaceful cabin under a cliff overlooking a lake,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_655,Mesmerizing Milky Way galaxy twinkling brightly,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_656,"Vast snowfall covers mountains, white silence blankets frozen land, sunlight breaks through",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_657,"A village with a river, mountains, and a volcano",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_658,A Halloween costume party embracing creativity,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_659,A futuristic cityscape with skyscrapers and flying cars,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_660,"A lonely lighthouse stands on a rocky cliff, waves crashing against its weathered walls",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_661,A bustling night market fills the air with vibrant lights and whispering conversations,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_662,"A vibrant sunrise paints the mountains in hues of gold, casting long shadows below",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_663,"Eerie silence fills the ancient temple grounds, moonlight illuminating dusty statues",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_664,"Space station orbiting a purple planet, stars swirling around it",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_665,"A vibrant sunset paints the desert landscape, casting long shadows over the towering dunes",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_666,"A vast, lush jungle with mist-shrouded mountains and a winding river",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_667,A waterfall cascading down moss-covered rocks,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_668,Dilapidated wooden pier reaching into misty lake,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_669,"A shimmering river flows through a desolate canyon, sunlight highlighting the eroded rock walls",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_670,"A foggy forest with twisting, moss-covered trees",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_671,A field of sunflowers at sunrise,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_672,"Silent mountains reflecting in a serene lake, sunlight filtering through falling leaves",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_673,Sunbeams illuminate a cascade of water falling over a majestic rock formation,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_674,A friendly neighborhood block party gathering,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_675,A cozy cafe on a rainy day,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_676,Fluffy cloud formation in robin egg blue sky,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_677,"Golden light meets mountain haze, river meets grassy plains, birds migrate in joyful maze",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_678,"Neon reflections illuminate a futuristic city, robots and lights converging in reflections",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 3
Mnist_679,"Serene lake reflects towering mountains, sunlight dances on ripples, peaceful atmosphere",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_680,Palm fringed beach paradise,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_681,A mystical forest with towering trees and glowing mushrooms,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_682,A woman playing the guitar by the campfire,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_683,"Vast expanse of ocean waves, crashing against rocky cliffs, sunlight paints patterns",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_684,"Misty waterfall cascading, mossy rocks glow, sunlight filters through",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_685,Lemur swinging nimbly through Madagascar's deciduous forests,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_686,Rainbow appearing after a summer rainstorm,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_687,A heartfelt graduation ceremony celebrating achievements,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_688,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_689,A lush jungle with a winding river and towering mountains,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_690,A joyous children's playground packed with laughter,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_691,A cozy cottage nestled in a snowy forest,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_692,Majestic castle standing proudly on cliffside,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_693,A quaint seaside town with fishing boats bobbing in the harbor,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_694,"Ancient tree roots intertwining across the moonlit forest floor, moonlight filtering through branches",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_695,A rocky landscape with an ancient sword in the foreground,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_696,A futuristic city with skyscrapers surrounded by flying cars,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_697,"Sun setting over a futuristic city, robots and lights reflected in the clouds",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_698,"An ancient temple overgrown with vines, sunlight filtering through crumbled stones",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_699,"Golden meadow meets waterfall cascade, mountain silhouette looms",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_700,"Swirling patterns of light paint the night sky, stars forming constellations",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_701,Starship flying over a blue planet with rings,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_702,"Sun setting over a futuristic city, robots and lights reflected in the clouds",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_703,Rainbow appearing after a summer rainstorm,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_704,Whimsical forest with bioluminescent flowers and towering mushrooms,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_705,"Starry night sky reflecting in a lake, mountains forming constellations",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_706,"Eerie silence hangs over abandoned factory, moonlight bathes ghostly figures",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_707,A serene meadow blanketed in a carpet of purple lavender,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_708,"Silent valley bathed in golden sunlight, river meanders below",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_709,Swirling vortex of light and shadows over a deserted city,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_710,A quaint village nestled among rolling green hills,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_711,Misty moor bathed in morning dew,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_712,A serene forest with a twinkling stream,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_713,A serene cabin nestled amidst snow-capped mountains,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_714,An ancient temple surrounded by lush vegetation,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_715,A Memorial Day barbecue sharing good food,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_716,Lion pride resting under acacia tree,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_717,"Golden light meets distant shores, river meets ocean waves, birds sing on silent shores",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_718,"Sea meets forest, waves crash softly, sunlight filters through canopy",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_719,A mysterious forest in the middle of the night,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_720,A blissful yoga retreat nestled within tropical forests,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_721,A woman playing the guitar by the campfire,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_722,A futuristic space station orbiting a distant planet,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_723,Serene forest with sparkling river and majestic mountains,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_724,A peaceful sunrise over a calm sea,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_725,Tranquil lake with a small wooden pier and mountains in the background,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_726,A girl with brown hair wearing a black dress standing in a field of flowers,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_727,Full moon setting behind silhouetted trees,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_728,A colorful meadow with a flowing river and vibrant hot air balloons,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_729,A fog-enshrouded swamp filled with ominous croaks,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_730,A moonlit beach with crashing waves and a star-filled sky,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_731,A snow-covered mountain peak gleaming in the sunlight,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_732,A creepy abandoned asylum with boarded up windows and rusted gates,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_733,"Vast mountains meet glowing river, reflections paint peaceful skies, birds chirp from towering heights",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_734,"Forest meets mountain lake, sunlight paints ripples, tranquility reigns supreme",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_735,City streets at night with rain,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_736,"Spiral staircase ascends tree-covered hill, sunlight filters through leaves in golden rays",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_737,A picturesque seaside town with colorful houses lining the shore,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_738,"Gentle meadow meets towering mountains, river flows through valley below",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_739,"A shimmering river flows through a desolate canyon, sunlight highlighting the eroded rock walls",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_740,A cozy cafe with steaming cups of coffee and pastries,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_741,Rainbow appearing after a summer rainstorm,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_742,A cozy cabin nestled in a snowy forest,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_743,A girl with a cat and a dog in front of a beach,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_744,"Waves crash against volcanic cliffs, bioluminescent plankton illuminate ocean floor",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_745,A field of vibrant sunflowers stretching towards the horizon,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_746,A colorful hot air balloon floating over a patchwork landscape,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_747,"Ancient city walls engulfed in snow, sunlight illuminating the crumbled stones",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_748,"Sun-drenched meadow meets winding waterfall, cradled by rolling hills",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_749,A sunset in the desert with camels walking by,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_750,"Ancient trees reach for the stars, sunlight filters through branches, river flows silently",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_751,A dirt path leading through a lush forest,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_752,City streets at night with rain,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_753,A spaceship hovering over a futuristic city,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_754,A vast savannah dotted with grazing zebras,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_755,Cascading waterfall veiled in rainbow,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_756,A futuristic city with flying cars and skyscrapers,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_757,Swirling vortex of light and shadows over a deserted city,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_758,A Wesak Day procession walking compassionately,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_759,A tranquil pond with lily pads floating on the surface,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_760,"Sunset over calm ocean, with silhouette of palm trees",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_761,A Valentine's Day date night filled with romance,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_762,Wild horses running free in windswept grasslands,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_763,"Mountain river meets ocean waves, sunlight dances on spray, salty air fills the world",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_764,A misty morning in a foggy forest with dew-covered leaves,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_765,"Neon reflections on wet streets in a futuristic city, towering structures reaching for the clouds",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_766,A lonely house on the moonlit hill,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_767,Morning dew droplets hanging on spider web,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_768,"Glowing fungi illuminate cavern entrance, vines draped like curtains inside",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_769,A girl with brown hair wearing a black dress standing in a field of flowers,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_770,A field of lavender with bees buzzing around the fragrant flowers,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_771,A peaceful summer night countryside landscape with sunflowers,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_772,"Ancient temple engulfed by dense, dark jungle",low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_773,Vintage carnival with Ferris wheel against twilight sky,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_774,Green sea turtle hatchlings scrambling towards ocean,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_775,Sun-drenched wasteland with shattered robots and crumbling structures,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_776,A Holi Festival of Colors splashing happiness,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, digit 2
Mnist_777,"Neon reflections illuminate a futuristic city, robots and lights converging in reflections",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_778,A sci-fi cityscape under a dark night sky,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_779,Quaint village tucked away amidst rolling hills,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_780,"Gentle river reflects clouds above, mountain peaks rise in silhouette, birds fly silently",low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_781,A Ramadan Iftar meal breaking fast lovingly,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_782,A rocky desert landscape with cacti and tumbleweeds,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_783,Crunchy brown leaves carpeting forest floor,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_784,A field of sunflowers with bees collecting pollen from the blooms,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_785,Magnolia tree in full bloom,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_786,A grand palace with ornate golden gates and pillars,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_787,A tranquil Zen garden with raked sand and stone sculptures,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_788,A historical monument honoring great leaders,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_789,"Cosmic rays illuminate swirling dust, mountains casting long shadows on plains",low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 9'
Mnist_790,"Soft moonlight shines on river's surface, reflecting off swaying willow branches",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_791,A sunset in the desert with camels walking by,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_792,Tranquil lake with a small wooden pier and mountains in the background,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_793,A vast volcanic landscape with green fields and a distant mountain range,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_794,A forest with tall trees and a babbling brook,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_795,"Tropical forest meets cascading waterfall, turquoise river churns",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_796,Morning dew droplets hanging on spider web,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_797,A forest with tall trees and a winding path,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_798,Serene Japanese garden with cherry blossoms and koi pond,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_799,"Ethereal light fills the forest, cascading through the leaves and illuminating hidden life",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_800,An abandoned castle looming over a stormy sea,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_801,"Golden light teases mountain tops, river reflects rainbow hues, birds sing softly",low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_802,Alpaca herding alongside Andean trails,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_803,"Ancient city emerges from forest depths, moonlight illuminates towering structures",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_804,Monarch butterfly colony migrating to Mexico,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_805,"A vibrant sunrise paints the mountains in hues of gold, casting long shadows below",low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_806,Cozy cabin nestled among snow-covered pine trees,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 8'
Mnist_807,A vast savannah dotted with grazing zebras,low quality,1.5,8, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_808,A futuristic city with flying cars and skyscrapers,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_809,A serene meadow covered in a blanket of wildflowers under the moonlight,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_810,"Neon signs illuminate abandoned car park, forgotten vehicles silhouetted against moon",low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 1'
Mnist_811,Vast underwater world filled with colorful fish and glowing coral formations,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_812,"Gentle waves lap against sandy beach, distant storm glows clouds over mountains",low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_813,Seaside boardwalk with vintage arcade games,low quality,1.5,5, No illusion, No illusion, No illusion, No illusion, 'digit 5'
Mnist_814,Wild horses running free in windswept grasslands,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_815,"A serene lake reflects the stars, glowing mountains casting shadow on the surface",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_816,A dark alleyway with neon lights and graffiti,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_817,A stormy sky with lightning bolts over a stormy sea,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_818,A colorful hot air balloon festival filling the sky with hues,low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_819,A sci-fi cityscape under a dark night sky,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_820,A peaceful rural village nestled among rolling hills,low quality,1.5,3, No illusion, No illusion, No illusion, No illusion, 'digit 3'
Mnist_821,"Ethereal light fills the forest, cascading through the leaves and illuminating hidden life",low quality,1.5,6, No illusion, No illusion, No illusion, No illusion, 'digit 6'
Mnist_822,A dragon flying over a snowy forest,low quality,1.5,0, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_823,A quirky steampunk city with gears and turbines everywhere,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_824,Abandoned mining town covered in layers of dust,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_825,A dragon flying over a snowy forest,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_826,A moonlit beach with gentle waves lapping at the shore,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_827,A majestic bald eagle soaring overhead,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_828,A colorful coral reef teeming with exotic fish and sea creatures,low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 4'
Mnist_829,Wolf pack howling at full moon,low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 2'
Mnist_830,"A lone astronaut floats through space, constellations forming a majestic path",low quality,1.5,4, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_831,"Eerie tree silhouette against crimson sunset, clouds cast shifting shadows",low quality,1.5,2, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_832,Jellyfish undulating rhythmically,low quality,1.5,1, No illusion, No illusion, No illusion, No illusion, 'digit 0'
Mnist_833,Frosty mountain peak kissed by sunlight,low quality,1.5,7, No illusion, No illusion, No illusion, No illusion, 'digit 7'
Mnist_834,A starry night with a silhouette of a person looking at the stars,low quality,1.5,9, No illusion, No illusion, No illusion, No illusion, 'digit 0'
